cat_traveller_id,cat_traveller,traveller_cat,country_res_id,country_res_name,adjustment_type_id,adjustment_type,frequency_id,frequency,time_period,observation_value,unit_measurement_id,unit_measurement,table
5,Short-term (less than one year) Residents returning,Residents returning,7106,Pakistan,10,Original,M,Monthly,2023-03,5510,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2403,Finland,10,Original,M,Monthly,2023-03,1190,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,3108,Spain,10,Original,M,Monthly,2023-03,3930,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,8102,Canada,10,Original,M,Monthly,2023-03,17470,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,3108,Spain,10,Original,M,Monthly,2023-03,2060,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,8102,Canada,10,Original,M,Monthly,2023-03,8360,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,8306,Mexico,10,Original,M,Monthly,2023-03,1470,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,5204,Philippines,10,Original,M,Monthly,2023-03,13420,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,8306,Mexico,10,Original,M,Monthly,2023-03,1140,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,1201,New Zealand,10,Original,M,Monthly,2023-03,107970,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,2308,Netherlands,10,Original,M,Monthly,2023-03,1410,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,3308,Russian Federation,10,Original,M,Monthly,2023-03,130,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,4203,Iran,10,Original,M,Monthly,2023-03,1090,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,4216,United Arab Emirates,10,Original,M,Monthly,2023-03,5690,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,5205,Singapore,10,Original,M,Monthly,2023-03,28430,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,7107,Sri Lanka,10,Original,M,Monthly,2023-03,5750,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1302,Papua New Guinea,10,Original,M,Monthly,2023-03,2520,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,8204,Chile,10,Original,M,Monthly,2023-03,2200,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,3104,Italy,10,Original,M,Monthly,2023-03,4850,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2302,Belgium,10,Original,M,Monthly,2023-03,1560,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,5102,Cambodia,10,Original,M,Monthly,2023-03,1300,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,1505,Samoa,10,Original,M,Monthly,2023-03,1860,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,2201,Ireland,10,Original,M,Monthly,2023-03,2310,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,3106,Portugal,10,Original,M,Monthly,2023-03,660,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,3307,Poland,10,Original,M,Monthly,2023-03,340,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,5105,Vietnam,10,Original,M,Monthly,2023-03,27190,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,8213,Peru,10,Original,M,Monthly,2023-03,350,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,9225,South Africa,10,Original,M,Monthly,2023-03,6080,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2401,Denmark,10,Original,M,Monthly,2023-03,2690,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,4213,Saudi Arabia,10,Original,M,Monthly,2023-03,590,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,5203,Malaysia,10,Original,M,Monthly,2023-03,12720,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,6203,"Korea, South",10,Original,M,Monthly,2023-03,19050,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,6105,Taiwan,10,Original,M,Monthly,2023-03,4410,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2201,Ireland,10,Original,M,Monthly,2023-04,5160,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,8203,Brazil,10,Original,M,Monthly,2023-04,4830,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,1502,Fiji,10,Original,M,Monthly,2023-04,28720,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,4205,Israel,10,Original,M,Monthly,2023-04,2110,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,6102,Hong Kong,10,Original,M,Monthly,2023-04,12210,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1304,Vanuatu,10,Original,M,Monthly,2023-04,1460,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,4203,Iran,10,Original,M,Monthly,2023-04,690,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,6101,China,10,Original,M,Monthly,2023-04,32000,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,7107,Sri Lanka,10,Original,M,Monthly,2023-04,4000,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,2301,Austria,10,Original,M,Monthly,2023-04,1080,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,7101,Bangladesh,10,Original,M,Monthly,2023-04,1250,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,8204,Chile,10,Original,M,Monthly,2023-04,1360,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1502,Fiji,10,Original,M,Monthly,2023-04,4850,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,5202,Indonesia,10,Original,M,Monthly,2023-04,22350,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,8201,Argentina,10,Original,M,Monthly,2023-04,1790,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,3207,Greece,10,Original,M,Monthly,2023-04,2100,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,5204,Philippines,10,Original,M,Monthly,2023-04,19460,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2311,Switzerland,10,Original,M,Monthly,2023-04,3280,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,2311,Switzerland,10,Original,M,Monthly,2023-04,1740,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,4208,Lebanon,10,Original,M,Monthly,2023-04,1200,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2304,Germany,10,Original,M,Monthly,2023-04,9610,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,3307,Poland,10,Original,M,Monthly,2023-04,680,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,5105,Vietnam,10,Original,M,Monthly,2023-04,14080,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,7101,Bangladesh,10,Original,M,Monthly,2023-04,1510,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,7106,Pakistan,10,Original,M,Monthly,2023-04,1760,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,9225,South Africa,10,Original,M,Monthly,2023-04,3740,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,5202,Indonesia,10,Original,M,Monthly,2023-04,107120,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,7103,India,10,Original,M,Monthly,2023-04,36930,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2301,Austria,10,Original,M,Monthly,2023-04,870,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2407,Sweden,10,Original,M,Monthly,2023-04,1660,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,6102,Hong Kong,10,Original,M,Monthly,2023-04,16120,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,1304,Vanuatu,10,Original,M,Monthly,2023-04,3630,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,5102,Cambodia,10,Original,M,Monthly,2023-04,3100,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,6101,China,10,Original,M,Monthly,2023-04,25350,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1201,New Zealand,10,Original,M,Monthly,2023-04,112140,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2308,Netherlands,10,Original,M,Monthly,2023-04,3650,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2406,Norway,10,Original,M,Monthly,2023-04,1030,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,4205,Israel,10,Original,M,Monthly,2023-04,1230,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,4216,United Arab Emirates,10,Original,M,Monthly,2023-04,2730,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,6105,Taiwan,10,Original,M,Monthly,2023-04,7500,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,8104,United States of America,10,Original,M,Monthly,2023-04,46260,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,8203,Brazil,10,Original,M,Monthly,2023-04,1750,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,5205,Singapore,10,Original,M,Monthly,2023-04,25630,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,3204,Croatia,10,Original,M,Monthly,2023-04,300,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,5203,Malaysia,10,Original,M,Monthly,2023-04,19980,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,6203,"Korea, South",10,Original,M,Monthly,2023-04,11380,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,6201,Japan,10,Original,M,Monthly,2023-04,14590,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,4215,Turkiye,10,Original,M,Monthly,2023-04,2550,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,8104,United States of America,10,Original,M,Monthly,2023-04,46440,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2303,France,10,Original,M,Monthly,2023-04,7610,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,5104,Thailand,10,Original,M,Monthly,2023-04,12680,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,7103,India,10,Original,M,Monthly,2023-04,35390,NUM,Number,sc
