name,iso_a3,X,Y
Sudan,SDN,29.90746524572068,15.967966109559557
Sri Lanka,LKA,80.70163201858917,7.611038184516178
Spain,ESP,-3.703536252532036,40.20765398401546
South Korea,KOR,127.83477114816299,36.373367227329716
South Africa,ZAF,25.193438224147595,-28.974208514441116
Somalia,SOM,45.67929283895279,4.7394062218941135
Somaliland,-99,46.25301660804088,9.735702368865011
Solomon Is.,SLB,159.62234251597064,-8.923117165009065
Slovakia,SVK,19.468971774212562,48.711280810901265
Slovenia,SVN,14.800523261488326,46.11589047659146
Singapore,SGP,103.817255835084,1.358762240040157
Sierra Leone,SLE,-11.792611849827932,8.56249232471683
Seychelles,SYC,55.47602781845583,-4.6609897523017825
Serbia,SRB,20.806606289063094,44.211319830808264
Senegal,SEN,-14.469447947453547,14.364811093175101
Saudi Arabia,SAU,44.66317480529125,24.086557985041413
São Tomé and Principe,STP,6.724216359640079,0.4438400918547908
San Marino,SMR,12.459215228352486,43.94186523533145
Samoa,WSM,-172.1653046085781,-13.75340088382667
St. Vin. and Gren.,VCT,-61.201317403766964,13.224677030556677
Saint Lucia,LCA,-60.969710673636214,13.894772997268886
St. Kitts and Nevis,KNA,-62.687467234058495,17.264578641728338
Rwanda,RWA,29.919982880348805,-1.9903249497732192
Russia,RUS,95.6413766734594,66.03172193364617
Romania,ROU,24.983181796396863,45.84841398366041
Qatar,QAT,51.184651677588725,25.304862356199486
Portugal,PRT,-8.528130281259472,39.60621030811328
Poland,POL,19.419706287902866,52.11183561214399
Philippines,PHL,122.9192800779608,11.72934323099065
Peru,PER,-74.42074158947497,-9.107149627259437
Paraguay,PRY,-58.443432990284975,-23.208909339152218
Papua New Guinea,PNG,145.20049671341394,-6.468581389763545
Panama,PAN,-80.11877624020535,8.52023299495937
Palau,PLW,134.4057809732822,7.286684737450951
Pakistan,PAK,69.16843955271331,29.883945354228477
Oman,OMN,56.06213064290028,20.585775129520002
Norway,-99,12.745896580246201,66.36032289769228
North Korea,PRK,127.15912277937706,40.140074272879325
Nigeria,NGA,8.079586854238341,9.590945570096183
Niger,NER,9.331610074345459,17.412007962950746
Nicaragua,NIC,-85.03194107361517,12.84499272075925
New Zealand,NZL,172.92134383992476,-41.70233372718418
Niue,NIU,-169.86994275834812,-19.049456179724103
Cook Is.,COK,-159.78724303863964,-21.219273994211754
Netherlands,NLD,4.99154833318456,52.22691960090928
Aruba,ABW,-69.98266399221951,12.520878060142005
Curaçao,CUW,-68.97111792630227,12.195518411346427
Nepal,NPL,83.94684442534752,28.258042513952084
Nauru,NRU,166.93256824930862,-0.5191263784577964
Namibia,NAM,17.195019957489034,-22.069690013855066
Mozambique,MOZ,35.602727744192414,-17.195857537030033
Morocco,MAR,-8.727847752068008,29.76685913718276
W. Sahara,ESH,-12.271496993232057,24.211729250060866
Montenegro,MNE,19.238630666900214,42.7880033111823
Mongolia,MNG,103.12397216191404,46.95620389055248
Moldova,MDA,28.465619168033435,47.18717283670143
Monaco,MCO,7.40627450663944,43.75274824120421
Mexico,MEX,-102.17098532395836,23.92415518486322
Mauritius,MUS,57.57126469549003,-20.277619585001833
Mauritania,MRT,-10.369916735172332,20.22069376776787
Malta,MLT,14.405376786768006,35.92147212267087
Mali,MLI,-3.5904730091616717,17.31513901451203
Maldives,MDV,73.45708054812312,3.7284611744052643
Malaysia,MYS,109.69934297070633,3.811140433067237
Malawi,MWI,34.2828475261884,-13.204425371177713
Madagascar,MDG,46.742890054388134,-19.31648369857136
North Macedonia,MKD,21.680595783449295,41.59519155835769
Luxembourg,LUX,6.0721581647692275,49.76678237167175
Lithuania,LTU,23.897099877574927,55.32377006198488
Liechtenstein,LIE,9.5357526010763891,47.13662659386299
Libya,LBY,18.06679321821868,27.016716392720845
Liberia,LBR,-9.319832618453036,6.451957665318154
Lesotho,LSO,28.228962109094883,-29.5790637000742
Lebanon,LBN,35.877695795640854,33.92159886822575
Latvia,LVA,24.920447008391992,56.85952164578425
Laos,LAO,103.77493440372464,18.4874182025194
Kyrgyzstan,KGZ,74.50908613838372,41.474310359543225
Kuwait,KWT,47.58777967839277,29.333278575182295
Kosovo,-99,20.87260301280508,42.570199257007104
Kiribati,KIR,-167.91969916077002,0.8929008088600912
Kenya,KEN,37.79622826715814,0.5994488365065361
Kazakhstan,KAZ,67.24550262218885,48.36167091449599
Jordan,JOR,36.757683583901155,31.238702641837445
Japan,JPN,137.6600062659808,37.46088047559287
Jamaica,JAM,-77.31439583142861,18.157450872676606
Italy,ITA,12.201048504731768,42.71568614580387
Israel,ISR,34.99113819680126,31.432978642252852
Palestine,PSE,35.195479713946845,31.915220298420675
Ireland,IRL,-8.145718336207691,53.16253307647907
Iraq,IRQ,43.77367610039911,33.00966640245123
Iran,IRN,54.44087560381349,32.52733594154731
Indonesia,IDN,117.17972980513929,-2.2640678135827765
India,IND,79.56391093181026,22.77664303960867
Iceland,ISL,-18.580033661634047,64.99788412769288
Hungary,HUN,19.379267765675568,47.1659125111368
Honduras,HND,-86.61761478647557,14.829080278153802
Haiti,HTI,-72.68676252790391,18.93457513645946
Guyana,GUY,-58.97992099271873,4.789642907600431
Guinea-Bissau,GNB,-14.949924057207486,12.047750788070472
Guinea,GIN,-10.934245987592456,10.437318748803067
Guatemala,GTM,-90.36721211796791,15.690119576851288
Grenada,GRD,-61.68221177193215,12.117242437507342
Greece,GRC,22.96428544230628,39.047959603655926
Ghana,GHA,-1.2169896404332603,7.947699712584653
Germany,DEU,10.364371589292613,51.05057720039199
Georgia,GEO,43.52425602662823,42.172941984875564
Gambia,GMB,-15.396323337399142,13.450953489963174
Gabon,GAB,11.7887417210203,-0.5864465779017811
France,-99,-6.676141125115034,42.95514017651105
St. Pierre and Miquelon,SPM,-56.30306035059773,46.919000205012836
Wallis and Futuna Is.,WLF,-177.34431947989998,-13.888228722686316
St-Martin,MAF,-63.05972894877067,18.088890776935855
St-Barthélemy,BLM,-62.840676944632854,17.898805633036705
Fr. Polynesia,PYF,-144.7854207428583,-14.71310787688225
New Caledonia,NCL,165.6797425760128,-21.3008860680882
Fr. S. Antarctic Lands,ATF,69.19988471291948,-49.26831718728999
Åland,ALA,19.953553843598474,60.214867685600474
Finland,FIN,26.194973097453715,64.25513600002765
Fiji,FJI,178.51202823447073,-17.42754600958322
Ethiopia,ETH,39.60979228583622,8.614400650469033
Estonia,EST,25.545032877343225,58.6729024249373
Eritrea,ERI,38.85727395225949,15.361124461746678
Eq. Guinea,GNQ,10.341727795299567,1.7054056331507816
El Salvador,SLV,-88.87095706807965,13.739863723829261
Egypt,EGY,29.878269665945982,26.459802903449802
Ecuador,ECU,-78.74929831943139,-1.424109851653568
Dominican Rep.,DOM,-70.50524135649069,18.895115553038405
Dominica,DMA,-61.357700541351846,15.439435009185917
Djibouti,DJI,42.56007887989951,11.748306715529626
Greenland,GRL,-41.81367228366778,73.08121534569094
Faeroe Is.,FRO,-6.8804614449507095,62.05226250844933
Denmark,DNK,10.042211774911003,55.97498217099483
Czechia,CZE,15.319440709960443,49.73799668128038
N. Cyprus,-99,33.56753964611108,35.2631728156028
Cyprus,CYP,33.00581030462204,34.91708733807884
Cuba,CUB,-78.98705412942007,21.637935340166706
Croatia,HRV,16.401052928100896,45.07589276948463
Côte d'Ivoire,CIV,-5.569102942735855,7.625878368311423
Costa Rica,CRI,-84.18986953318536,9.976131265055056
Dem. Rep. Congo,COD,23.63774723807929,-2.865488031406876
Congo,COG,15.221142337405276,-0.836992413922509
Comoros,COM,43.68165678594181,-11.877908568325992
Colombia,COL,-73.07703226574134,3.9034800533900924
China,CHN,103.37804953979274,36.69140669345146
Macao,MAC,113.50931974360167,22.223117554311308
Hong Kong,HKG,114.1137500897092,22.398260914215953
Chile,CHL,-71.05619085495837,-36.07624655390582
Chad,TCD,18.634997495747648,15.275359409769381
Central African Rep.,CAF,20.461832981489685,6.572299164266934
Cabo Verde,CPV,-23.956544022658164,15.95330551583823
Canada,CAN,-96.5486267280136,60.41776698438469
Cameroon,CMR,12.733943967668143,5.681168003162897
Cambodia,KHM,104.90533757185675,12.719494903029029
Myanmar,MMR,96.49475560405618,21.112906888883465
Burundi,BDI,29.875228417077654,-3.3592151438157476
Burkina Faso,BFA,-1.7611383121238744,12.27072624878599
Bulgaria,BGR,25.209132623771715,42.77124104978977
Brunei,BRN,114.72196619591497,4.5196837365588305
Brazil,BRA,-53.215733923741304,-10.639048767332707
Botswana,BWA,23.808612894002028,-22.16524478709958
Bosnia and Herz.,BIH,17.77489156905741,44.171474332882234
Bolivia,BOL,-64.69843861968252,-16.681984235150747
Bhutan,BTN,90.40215959871236,27.412137795939046
Benin,BEN,2.3266146447462805,9.635612234306965
Belize,BLZ,-88.71106761807934,17.19829887063732
Belgium,BEL,4.645938194702398,50.63889496311262
Belarus,BLR,28.014955094802563,53.51952055703963
Barbados,BRB,-59.55978512281236,13.181449807744775
Bangladesh,BGD,90.24710411518707,23.860666136535563
Bahrain,BHR,50.54199335587832,26.041963777013656
Bahamas,BHS,-76.59016033266911,24.280018782810973
Azerbaijan,AZE,47.54784166502395,40.28666184095767
Austria,AUT,14.110430066704852,47.592293442958706
Australia,AUS,134.30382912393384,-25.764181552307942
Indian Ocean Ter.,-99,104.86285796084968,-10.657154104335804
Heard I. and McDonald Is.,HMD,73.5203521526315,-53.087265134889236
Norfolk Island,NFK,167.94921555626507,-29.05145988758453
Ashmore and Cartier Is.,-99,123.5838378668256,-12.429931831802504
Armenia,ARM,44.938311801133466,40.28732777342889
Argentina,ARG,-64.76261489391939,-34.68398767122581
Antigua and Barb.,ATG,-61.794672165664345,17.277104035323703
Angola,AGO,17.5317833661526,-12.270613926548416
Andorra,AND,1.560524680303185,42.54228639431242
Algeria,DZA,2.6311884137834727,28.05599342211892
Albania,ALB,20.051845908169884,41.13487368885515
Afghanistan,AFG,65.92599980294847,33.81875642614741
Siachen Glacier,-99,77.18017884381179,35.39241568508488
Antarctica,ATA,82.07066892397167,-84.93859294978175
Sint Maarten,SXM,-63.057133615275625,18.050822528473283
Tuvalu,TUV,179.20556518701565,-8.503450593203175
